"region","species","year","size_group_1","size_group_2","entity_1_count_mA","entity_2_count_mB","obs_cooccur_X","total_N","p_value","exp_cooccur","alpha_mle","alpha_medianInt","conf_level","ci_blaker","ci_cp","ci_midQ","ci_midP","jaccard","sorensen","simpson","errornote"
"North Sea","Eutrigla gurnardus","2016","1","5",115,131,83,198,"0.0475",76.086,0.634,"[0.587, 0.679]",0.95,"[0.035, 1.255]","[-0.003, 1.277]","[0.042, 1.23]","[0.036, 1.237]",0.509,0.675,0.722,NA
"North Sea","Eutrigla gurnardus","2016","2","3",140,143,129,198,"0.0000e+00",101.111,3.574,"[3.471, 3.659]",0.95,"[2.69, 4.505]","[2.673, 4.564]","[2.756, 4.454]","[2.739, 4.477]",0.838,0.912,0.921,NA
"North Sea","Eutrigla gurnardus","2016","2","4",140,145,129,198,"0.0000e+00",102.525,3.397,"[3.298, 3.479]",0.95,"[2.539, 4.281]","[2.514, 4.364]","[2.594, 4.259]","[2.577, 4.28]",0.827,0.905,0.921,NA
"North Sea","Eutrigla gurnardus","2016","2","5",140,131,112,198,"5.4955e-10",92.626,2.092,"[2.027, 2.149]",0.95,"[1.408, 2.847]","[1.365, 2.853]","[1.422, 2.787]","[1.413, 2.798]",0.704,0.827,0.855,NA
"North Sea","Eutrigla gurnardus","2016","3","4",143,145,134,198,"0.0000e+00",104.722,4.044,"[3.92, 4.145]",0.95,"[3.106, 5.048]","[3.059, 5.147]","[3.156, 5.012]","[3.134, 5.043]",0.87,0.931,0.937,NA
"North Sea","Eutrigla gurnardus","2016","3","5",143,131,116,198,"2.8095e-12",94.611,2.422,"[2.349, 2.484]",0.95,"[1.684, 3.213]","[1.657, 3.236]","[1.719, 3.16]","[1.708, 3.174]",0.734,0.847,0.885,NA
"North Sea","Eutrigla gurnardus","2016","4","5",145,131,122,198,"0.0000e+00",95.934,3.23,"[3.129, 3.311]",0.95,"[2.385, 4.188]","[2.35, 4.212]","[2.429, 4.102]","[2.413, 4.125]",0.792,0.884,0.931,NA
"North Sea","Eutrigla gurnardus","2017","1","2",109,147,103,198,"0.0000e+00",80.924,2.849,"[2.724, 2.94]",0.95,"[1.924, 3.792]","[1.903, 3.974]","[1.99, 3.83]","[1.971, 3.861]",0.673,0.805,0.945,NA
"North Sea","Eutrigla gurnardus","2017","1","3",109,138,97,198,"4.8209e-11",75.97,2.234,"[2.158, 2.295]",0.95,"[1.51, 2.986]","[1.471, 3.065]","[1.532, 2.985]","[1.521, 2.999]",0.647,0.785,0.89,NA
"North Sea","Eutrigla gurnardus","2017","1","4",109,132,99,198,"0.0000e+00",72.667,2.803,"[2.716, 2.871]",0.95,"[2.012, 3.617]","[1.992, 3.703]","[2.06, 3.61]","[2.047, 3.628]",0.697,0.822,0.908,NA
"North Sea","Eutrigla gurnardus","2017","1","5",109,117,79,198,"2.5248e-05",64.409,1.256,"[1.208, 1.299]",0.95,"[0.643, 1.893]","[0.627, 1.901]","[0.671, 1.853]","[0.665, 1.86]",0.537,0.699,0.725,NA
"North Sea","Eutrigla gurnardus","2017","2","3",147,138,129,198,"0.0000e+00",102.455,3.48,"[3.372, 3.566]",0.95,"[2.582, 4.459]","[2.568, 4.494]","[2.652, 4.378]","[2.634, 4.402]",0.827,0.905,0.935,NA
"North Sea","Eutrigla gurnardus","2017","2","4",147,132,122,198,"0.0000e+00",98,2.974,"[2.88, 3.05]",0.95,"[2.168, 3.819]","[2.122, 3.912]","[2.197, 3.812]","[2.182, 3.832]",0.777,0.875,0.924,NA
"North Sea","Eutrigla gurnardus","2017","2","5",147,117,112,198,"0.0000e+00",86.864,3.361,"[3.214, 3.466]",0.95,"[2.405, 4.404]","[2.342, 4.608]","[2.441, 4.432]","[2.418, 4.473]",0.737,0.848,0.957,NA
"North Sea","Eutrigla gurnardus","2017","3","4",138,132,115,198,"0.0000e+00",92,2.52,"[2.448, 2.581]",0.95,"[1.797, 3.28]","[1.763, 3.322]","[1.824, 3.248]","[1.814, 3.261]",0.742,0.852,0.871,NA
"North Sea","Eutrigla gurnardus","2017","3","5",138,117,112,198,"0.0000e+00",81.545,3.83,"[3.68, 3.938]",0.95,"[2.856, 4.884]","[2.799, 5.089]","[2.9, 4.91]","[2.875, 4.953]",0.783,0.878,0.957,NA
"North Sea","Eutrigla gurnardus","2017","4","5",132,117,97,198,"7.5900e-09",78,1.841,"[1.783, 1.892]",0.95,"[1.178, 2.513]","[1.154, 2.56]","[1.205, 2.501]","[1.197, 2.51]",0.638,0.779,0.829,NA
"North Sea","Eutrigla gurnardus","2018","1","2",125,136,115,198,"0.0000e+00",85.859,3.323,"[3.227, 3.399]",0.95,"[2.516, 4.188]","[2.467, 4.27]","[2.542, 4.168]","[2.527, 4.188]",0.788,0.881,0.92,NA
"North Sea","Eutrigla gurnardus","2018","1","3",125,127,105,198,"0.0000e+00",80.177,2.482,"[2.416, 2.539]",0.95,"[1.757, 3.205]","[1.755, 3.251]","[1.812, 3.184]","[1.802, 3.195]",0.714,0.833,0.84,NA
"North Sea","Eutrigla gurnardus","2018","1","4",125,121,95,198,"3.0247e-08",76.389,1.735,"[1.68, 1.783]",0.95,"[1.104, 2.41]","[1.068, 2.425]","[1.117, 2.371]","[1.109, 2.379]",0.629,0.772,0.785,NA
"North Sea","Eutrigla gurnardus","2018","1","5",125,111,90,198,"3.9162e-09",70.076,1.84,"[1.784, 1.889]",0.95,"[1.202, 2.503]","[1.167, 2.545]","[1.216, 2.488]","[1.208, 2.497]",0.616,0.763,0.811,NA
"North Sea","Eutrigla gurnardus","2018","2","3",136,127,116,198,"0.0000e+00",87.232,3.266,"[3.174, 3.34]",0.95,"[2.474, 4.114]","[2.424, 4.189]","[2.497, 4.092]","[2.482, 4.111]",0.789,0.882,0.913,NA
"North Sea","Eutrigla gurnardus","2018","2","4",136,121,105,198,"7.4588e-12",83.111,2.262,"[2.194, 2.319]",0.95,"[1.552, 2.978]","[1.53, 3.038]","[1.587, 2.969]","[1.577, 2.981]",0.691,0.817,0.868,NA
"North Sea","Eutrigla gurnardus","2018","2","5",136,111,94,198,"4.5490e-08",76.242,1.769,"[1.707, 1.822]",0.95,"[1.084, 2.492]","[1.067, 2.508]","[1.121, 2.446]","[1.112, 2.456]",0.614,0.761,0.847,NA
"North Sea","Eutrigla gurnardus","2018","3","4",127,121,105,198,"0.0000e+00",77.611,2.778,"[2.705, 2.839]",0.95,"[2.061, 3.562]","[2.021, 3.588]","[2.082, 3.513]","[2.071, 3.526]",0.734,0.847,0.868,NA
"North Sea","Eutrigla gurnardus","2018","3","5",127,111,80,198,"0.0111",71.197,0.783,"[0.736, 0.827]",0.95,"[0.159, 1.399]","[0.153, 1.421]","[0.198, 1.375]","[0.191, 1.382]",0.506,0.672,0.721,NA
"North Sea","Eutrigla gurnardus","2018","4","5",121,111,77,198,"0.0083",67.833,0.79,"[0.745, 0.833]",0.95,"[0.186, 1.387]","[0.171, 1.419]","[0.214, 1.374]","[0.208, 1.38]",0.497,0.664,0.694,NA
"North Sea","Eutrigla gurnardus","2019","1","2",109,136,99,198,"0.0000e+00",74.869,2.617,"[2.53, 2.684]",0.95,"[1.832, 3.431]","[1.81, 3.511]","[1.877, 3.419]","[1.865, 3.436]",0.678,0.808,0.908,NA
"North Sea","Eutrigla gurnardus","2019","1","3",109,121,82,198,"9.2398e-06",66.611,1.352,"[1.302, 1.397]",0.95,"[0.723, 1.971]","[0.714, 2.009]","[0.759, 1.96]","[0.752, 1.967]",0.554,0.713,0.752,NA
"North Sea","Eutrigla gurnardus","2019","1","4",109,140,100,198,"0.0000e+00",77.071,2.595,"[2.503, 2.666]",0.95,"[1.774, 3.467]","[1.765, 3.528]","[1.835, 3.428]","[1.821, 3.447]",0.671,0.803,0.917,NA
"North Sea","Eutrigla gurnardus","2019","1","5",109,103,66,198,"0.01",56.702,0.765,"[0.722, 0.806]",0.95,"[0.188, 1.351]","[0.16, 1.379]","[0.201, 1.336]","[0.195, 1.342]",0.452,0.623,0.641,NA
"North Sea","Eutrigla gurnardus","2019","2","3",136,121,109,198,"0.0000e+00",83.111,2.803,"[2.722, 2.869]",0.95,"[2.032, 3.612]","[2.01, 3.665]","[2.076, 3.58]","[2.064, 3.596]",0.736,0.848,0.901,NA
"North Sea","Eutrigla gurnardus","2019","2","4",136,140,129,198,"0.0000e+00",96.162,4.399,"[4.258, 4.51]",0.95,"[3.388, 5.458]","[3.36, 5.589]","[3.466, 5.433]","[3.44, 5.47]",0.878,0.935,0.949,NA
"North Sea","Eutrigla gurnardus","2019","2","5",136,103,92,198,"3.6925e-11",70.747,2.259,"[2.179, 2.321]",0.95,"[1.519, 3.07]","[1.483, 3.111]","[1.546, 3.027]","[1.534, 3.042]",0.626,0.77,0.893,NA
"North Sea","Eutrigla gurnardus","2019","3","4",121,140,113,198,"0.0000e+00",85.556,3.241,"[3.135, 3.322]",0.95,"[2.392, 4.132]","[2.353, 4.249]","[2.432, 4.133]","[2.415, 4.157]",0.764,0.866,0.934,NA
"North Sea","Eutrigla gurnardus","2019","3","5",121,103,92,198,"0.0000e+00",62.944,2.927,"[2.843, 2.992]",0.95,"[2.161, 3.78]","[2.133, 3.8]","[2.198, 3.712]","[2.186, 3.729]",0.697,0.821,0.893,NA
"North Sea","Eutrigla gurnardus","2019","4","5",140,103,93,198,"1.4865e-10",72.828,2.239,"[2.154, 2.304]",0.95,"[1.466, 3.055]","[1.441, 3.123]","[1.506, 3.033]","[1.494, 3.05]",0.62,0.765,0.903,NA
"North Sea","Gadus morhua","1982","1","2",106,93,68,198,"2.1823e-07",49.788,1.559,"[1.509, 1.604]",0.95,"[0.933, 2.183]","[0.919, 2.223]","[0.964, 2.172]","[0.958, 2.179]",0.519,0.683,0.731,NA
"North Sea","Gadus morhua","1982","1","3",106,113,74,198,"2e-04",60.495,1.139,"[1.093, 1.181]",0.95,"[0.541, 1.753]","[0.519, 1.774]","[0.562, 1.727]","[0.556, 1.734]",0.51,0.676,0.698,NA
"North Sea","Gadus morhua","1982","1","4",106,88,56,198,"0.0146",47.111,0.738,"[0.694, 0.779]",0.95,"[0.156, 1.321]","[0.13, 1.358]","[0.171, 1.314]","[0.165, 1.32]",0.406,0.577,0.636,NA
"North Sea","Gadus morhua","1982","1","5",106,108,66,198,"0.0224",57.818,0.672,"[0.629, 0.712]",0.95,"[0.096, 1.281]","[0.069, 1.283]","[0.11, 1.24]","[0.104, 1.246]",0.446,0.617,0.623,NA
"North Sea","Gadus morhua","1982","2","3",93,113,75,198,"2.9422e-10",53.076,1.983,"[1.924, 2.033]",0.95,"[1.335, 2.67]","[1.3, 2.704]","[1.351, 2.644]","[1.343, 2.653]",0.573,0.728,0.806,NA
"North Sea","Gadus morhua","1982","2","4",93,88,57,198,"8.3016e-06",41.333,1.322,"[1.275, 1.365]",0.95,"[0.717, 1.955]","[0.697, 1.965]","[0.741, 1.917]","[0.735, 1.924]",0.46,0.63,0.648,NA
"North Sea","Gadus morhua","1982","2","5",93,108,65,198,"5.7406e-05",50.727,1.202,"[1.155, 1.244]",0.95,"[0.6, 1.832]","[0.579, 1.842]","[0.622, 1.795]","[0.616, 1.802]",0.478,0.647,0.699,NA
"North Sea","Gadus morhua","1982","3","4",113,88,76,198,"0.0000e+00",50.222,2.51,"[2.435, 2.57]",0.95,"[1.782, 3.257]","[1.754, 3.337]","[1.814, 3.258]","[1.803, 3.272]",0.608,0.756,0.864,NA
"North Sea","Gadus morhua","1982","3","5",113,108,83,198,"7.6168e-10",61.636,1.882,"[1.828, 1.929]",0.95,"[1.224, 2.554]","[1.223, 2.569]","[1.27, 2.515]","[1.263, 2.523]",0.601,0.751,0.769,NA
"North Sea","Gadus morhua","1982","4","5",88,108,68,198,"7.1252e-09",48,1.773,"[1.718, 1.821]",0.95,"[1.116, 2.436]","[1.109, 2.47]","[1.157, 2.414]","[1.15, 2.423]",0.531,0.694,0.773,NA
"North Sea","Gadus morhua","1983","1","2",121,132,102,198,"6.1813e-11",80.667,2.116,"[2.054, 2.17]",0.95,"[1.423, 2.838]","[1.41, 2.859]","[1.464, 2.796]","[1.455, 2.806]",0.675,0.806,0.843,NA
"North Sea","Gadus morhua","1983","1","3",121,93,81,198,"0.0000e+00",56.833,2.381,"[2.306, 2.44]",0.95,"[1.647, 3.122]","[1.628, 3.204]","[1.687, 3.126]","[1.677, 3.139]",0.609,0.757,0.871,NA
"North Sea","Gadus morhua","1983","1","4",121,129,93,198,"2.9275e-05",78.833,1.323,"[1.272, 1.37]",0.95,"[0.709, 1.951]","[0.67, 1.993]","[0.717, 1.941]","[0.71, 1.949]",0.592,0.744,0.769,NA
"North Sea","Gadus morhua","1983","1","5",121,107,75,198,"0.0056",65.389,0.825,"[0.78, 0.868]",0.95,"[0.223, 1.426]","[0.206, 1.455]","[0.249, 1.41]","[0.243, 1.416]",0.49,0.658,0.701,NA
"North Sea","Gadus morhua","1983","2","3",132,93,82,198,"7.2938e-10",62,2.093,"[2.015, 2.154]",0.95,"[1.368, 2.891]","[1.326, 2.937]","[1.387, 2.854]","[1.376, 2.869]",0.573,0.729,0.882,NA
"North Sea","Gadus morhua","1983","2","4",132,129,101,198,"3.4399e-06",86,1.478,"[1.424, 1.527]",0.95,"[0.831, 2.145]","[0.806, 2.168]","[0.856, 2.114]","[0.848, 2.122]",0.631,0.774,0.783,NA
"North Sea","Gadus morhua","1983","2","5",132,107,88,198,"4.9322e-07",71.333,1.59,"[1.533, 1.64]",0.95,"[0.941, 2.249]","[0.911, 2.301]","[0.961, 2.243]","[0.953, 2.252]",0.583,0.736,0.822,NA
"North Sea","Gadus morhua","1983","3","4",93,129,72,198,"9e-04",60.591,1.055,"[1.002, 1.101]",0.95,"[0.423, 1.713]","[0.4, 1.734]","[0.447, 1.681]","[0.44, 1.689]",0.48,0.649,0.774,NA
"North Sea","Gadus morhua","1983","3","5",93,107,61,198,"0.0027",50.258,0.889,"[0.845, 0.931]",0.95,"[0.306, 1.478]","[0.279, 1.512]","[0.321, 1.467]","[0.315, 1.474]",0.439,0.61,0.656,NA
"North Sea","Gadus morhua","1983","4","5",129,107,86,198,"1.3257e-06",69.712,1.511,"[1.457, 1.559]",0.95,"[0.885, 2.197]","[0.847, 2.204]","[0.895, 2.148]","[0.887, 2.157]",0.573,0.729,0.804,NA
"North Sea","Gadus morhua","1984","1","2",126,121,92,198,"8.8618e-06",77,1.382,"[1.331, 1.428]",0.95,"[0.761, 2.006]","[0.731, 2.05]","[0.778, 1.998]","[0.771, 2.006]",0.594,0.745,0.76,NA
"North Sea","Gadus morhua","1984","1","3",126,110,81,198,"0.0017",70,0.976,"[0.929, 1.021]",0.95,"[0.352, 1.61]","[0.344, 1.622]","[0.389, 1.574]","[0.382, 1.581]",0.523,0.686,0.736,NA
"North Sea","Gadus morhua","1984","1","4",126,96,71,198,"0.0048",61.091,0.882,"[0.834, 0.926]",0.95,"[0.256, 1.519]","[0.247, 1.534]","[0.292, 1.485]","[0.285, 1.492]",0.47,0.64,0.74,NA
"North Sea","Gadus morhua","1984","1","5",126,117,88,198,"8.0899e-05",74.455,1.227,"[1.178, 1.272]",0.95,"[0.587, 1.862]","[0.585, 1.885]","[0.631, 1.835]","[0.624, 1.842]",0.568,0.724,0.752,NA
"North Sea","Gadus morhua","1984","2","3",121,110,94,198,"0.0000e+00",67.222,2.569,"[2.501, 2.625]",0.95,"[1.845, 3.295]","[1.838, 3.349]","[1.895, 3.279]","[1.885, 3.291]",0.686,0.814,0.855,NA
"North Sea","Gadus morhua","1984","2","4",121,96,80,198,"4.1477e-10",58.667,1.995,"[1.933, 2.047]",0.95,"[1.322, 2.739]","[1.296, 2.739]","[1.349, 2.675]","[1.34, 2.686]",0.584,0.737,0.833,NA
"North Sea","Gadus morhua","1984","2","5",121,117,84,198,"3e-04",71.5,1.102,"[1.054, 1.146]",0.95,"[0.48, 1.731]","[0.471, 1.745]","[0.515, 1.698]","[0.509, 1.705]",0.545,0.706,0.718,NA
"North Sea","Gadus morhua","1984","3","4",110,96,85,198,"0.0000e+00",53.333,3.147,"[3.062, 3.215]",0.95,"[2.366, 4.025]","[2.343, 4.033]","[2.41, 3.943]","[2.397, 3.96]",0.702,0.825,0.885,NA
"North Sea","Gadus morhua","1984","3","5",110,117,78,198,"3e-04",65,1.113,"[1.067, 1.156]",0.95,"[0.507, 1.732]","[0.49, 1.751]","[0.533, 1.704]","[0.527, 1.711]",0.523,0.687,0.709,NA
"North Sea","Gadus morhua","1984","4","5",96,117,72,198,"1.2508e-05",56.727,1.328,"[1.278, 1.372]",0.95,"[0.702, 1.947]","[0.689, 1.989]","[0.734, 1.938]","[0.728, 1.946]",0.511,0.676,0.75,NA
"North Sea","Gadus morhua","1985","1","2",141,115,103,198,"3.2937e-11",81.894,2.305,"[2.228, 2.367]",0.95,"[1.565, 3.069]","[1.533, 3.143]","[1.595, 3.062]","[1.584, 3.077]",0.673,0.805,0.896,NA
"North Sea","Gadus morhua","1985","1","3",141,81,74,198,"7.4327e-08",57.682,2.056,"[1.947, 2.134]",0.95,"[1.225, 3.022]","[1.173, 3.084]","[1.25, 2.962]","[1.234, 2.987]",0.5,0.667,0.914,NA
"North Sea","Gadus morhua","1985","1","4",141,112,94,198,"7.9875e-06",79.758,1.458,"[1.399, 1.511]",0.95,"[0.775, 2.151]","[0.761, 2.187]","[0.814, 2.126]","[0.805, 2.136]",0.591,0.743,0.839,NA
"North Sea","Gadus morhua","1985","1","5",141,106,99,198,"0.0000e+00",75.485,2.807,"[2.696, 2.889]",0.95,"[1.955, 3.795]","[1.911, 3.849]","[1.991, 3.724]","[1.974, 3.75]",0.669,0.802,0.934,NA
"North Sea","Gadus morhua","1985","2","3",115,81,75,198,"0.0000e+00",47.045,3.162,"[3.038, 3.25]",0.95,"[2.262, 4.099]","[2.227, 4.281]","[2.312, 4.137]","[2.293, 4.168]",0.62,0.765,0.926,NA
"North Sea","Gadus morhua","1985","2","4",115,112,82,198,"1.2581e-06",65.051,1.471,"[1.422, 1.516]",0.95,"[0.846, 2.091]","[0.834, 2.128]","[0.879, 2.078]","[0.872, 2.086]",0.566,0.722,0.732,NA
"North Sea","Gadus morhua","1985","2","5",115,106,77,198,"1.2542e-05",61.566,1.321,"[1.273, 1.364]",0.95,"[0.708, 1.964]","[0.691, 1.968]","[0.735, 1.92]","[0.729, 1.927]",0.535,0.697,0.726,NA
"North Sea","Gadus morhua","1985","3","4",81,112,61,198,"1.0600e-05",45.818,1.366,"[1.312, 1.412]",0.95,"[0.712, 2.044]","[0.709, 2.052]","[0.757, 1.997]","[0.749, 2.006]",0.462,0.632,0.753,NA
"North Sea","Gadus morhua","1985","3","5",81,106,50,198,"0.0607",43.364,0.561,"[0.517, 0.602]",0.95,"[-0.03, 1.146]","[-0.051, 1.183]","[-0.009, 1.138]","[-0.015, 1.145]",0.365,0.535,0.617,NA
"North Sea","Gadus morhua","1985","4","5",112,106,74,198,"5.9352e-05",59.96,1.183,"[1.137, 1.226]",0.95,"[0.584, 1.801]","[0.563, 1.819]","[0.606, 1.773]","[0.6, 1.78]",0.514,0.679,0.698,NA
"North Sea","Gadus morhua","1986","1","2",120,116,84,198,"6.4940e-05",70.303,1.204,"[1.156, 1.248]",0.95,"[0.582, 1.842]","[0.571, 1.851]","[0.616, 1.803]","[0.609, 1.81]",0.553,0.712,0.724,NA
"North Sea","Gadus morhua","1986","1","3",120,104,67,198,"0.308",63.03,0.335,"[0.293, 0.377]",0.95,"[-0.258, 0.946]","[-0.275, 0.949]","[-0.233, 0.906]","[-0.239, 0.912]",0.427,0.598,0.644,NA
"North Sea","Gadus morhua","1986","1","4",120,97,57,198,"0.6633",58.788,-0.151,"[-0.192, -0.108]",0.95,"[-0.753, 0.444]","[-0.762, 0.459]","[-0.719, 0.417]","[-0.725, 0.423]",0.356,0.525,0.588,NA
"North Sea","Gadus morhua","1986","1","5",120,110,76,198,"0.0083",66.667,0.8,"[0.755, 0.843]",0.95,"[0.199, 1.395]","[0.182, 1.428]","[0.225, 1.382]","[0.219, 1.389]",0.494,0.661,0.691,NA
"North Sea","Gadus morhua","1986","2","3",116,104,80,198,"3.3938e-08",60.929,1.671,"[1.619, 1.717]",0.95,"[1.027, 2.321]","[1.021, 2.348]","[1.068, 2.295]","[1.06, 2.303]",0.571,0.727,0.769,NA
"North Sea","Gadus morhua","1986","2","4",116,97,75,198,"1.5986e-07",56.828,1.598,"[1.545, 1.644]",0.95,"[0.952, 2.259]","[0.946, 2.278]","[0.993, 2.225]","[0.986, 2.233]",0.543,0.704,0.773,NA
"North Sea","Gadus morhua","1986","2","5",116,110,82,198,"5.8391e-07",64.444,1.529,"[1.478, 1.573]",0.95,"[0.898, 2.146]","[0.888, 2.19]","[0.933, 2.14]","[0.927, 2.147]",0.569,0.726,0.745,NA
"North Sea","Gadus morhua","1986","3","4",104,97,79,198,"0.0000e+00",50.949,2.574,"[2.509, 2.628]",0.95,"[1.875, 3.292]","[1.859, 3.335]","[1.913, 3.268]","[1.904, 3.279]",0.648,0.786,0.814,NA
"North Sea","Gadus morhua","1986","3","5",104,110,76,198,"2.0227e-07",57.778,1.558,"[1.508, 1.602]",0.95,"[0.935, 2.17]","[0.921, 2.217]","[0.966, 2.167]","[0.959, 2.174]",0.551,0.71,0.731,NA
"North Sea","Gadus morhua","1986","4","5",97,110,76,198,"1.8361e-10",53.889,1.953,"[1.897, 2.001]",0.95,"[1.312, 2.616]","[1.285, 2.653]","[1.334, 2.597]","[1.326, 2.606]",0.58,0.734,0.784,NA
"North Sea","Gadus morhua","1987","1","2",132,145,116,198,"1.4017e-10",96.667,2.21,"[2.14, 2.271]",0.95,"[1.486, 2.959]","[1.456, 3.006]","[1.517, 2.934]","[1.506, 2.947]",0.72,0.838,0.879,NA
"North Sea","Gadus morhua","1987","1","3",132,110,92,198,"2.4485e-08",73.333,1.803,"[1.744, 1.855]",0.95,"[1.136, 2.498]","[1.112, 2.531]","[1.164, 2.47]","[1.155, 2.48]",0.613,0.76,0.836,NA
"North Sea","Gadus morhua","1987","1","4",132,70,56,198,"0.0043",46.667,1.002,"[0.936, 1.056]",0.95,"[0.292, 1.716]","[0.283, 1.769]","[0.339, 1.701]","[0.329, 1.713]",0.384,0.554,0.8,NA
"North Sea","Gadus morhua","1987","1","5",132,110,86,198,"1e-04",73.333,1.179,"[1.128, 1.226]",0.95,"[0.563, 1.815]","[0.526, 1.851]","[0.573, 1.799]","[0.566, 1.807]",0.551,0.711,0.782,NA
"North Sea","Gadus morhua","1987","2","3",145,110,104,198,"0.0000e+00",80.556,2.972,"[2.846, 3.062]",0.95,"[2.046, 3.916]","[2.024, 4.098]","[2.111, 3.953]","[2.092, 3.985]",0.689,0.816,0.945,NA
"North Sea","Gadus morhua","1987","2","4",145,70,68,198,"9.7276e-10",51.263,3.103,"[2.797, 3.309]",0.95,"[1.759, 4.891]","[1.703, 5.277]","[1.864, 4.792]","[1.812, 4.946]",0.463,0.633,0.971,NA
"North Sea","Gadus morhua","1987","2","5",145,110,100,198,"2.5399e-10",80.556,2.244,"[2.158, 2.311]",0.95,"[1.455, 3.061]","[1.438, 3.136]","[1.505, 3.044]","[1.493, 3.061]",0.645,0.784,0.909,NA
"North Sea","Gadus morhua","1987","3","4",110,70,58,198,"6.9197e-09",38.889,1.945,"[1.871, 2.003]",0.95,"[1.202, 2.686]","[1.199, 2.758]","[1.258, 2.681]","[1.247, 2.694]",0.475,0.644,0.829,NA
"North Sea","Gadus morhua","1987","3","5",110,110,79,198,"3.5588e-07",61.111,1.536,"[1.486, 1.58]",0.95,"[0.913, 2.152]","[0.899, 2.193]","[0.944, 2.144]","[0.938, 2.151]",0.56,0.718,0.718,NA
"North Sea","Gadus morhua","1987","4","5",70,110,51,198,"3e-04",38.889,1.138,"[1.083, 1.186]",0.95,"[0.512, 1.803]","[0.473, 1.834]","[0.521, 1.778]","[0.514, 1.786]",0.395,0.567,0.729,NA
"North Sea","Gadus morhua","1988","1","2",101,121,81,198,"1.9507e-08",61.722,1.743,"[1.687, 1.791]",0.95,"[1.109, 2.404]","[1.075, 2.443]","[1.124, 2.386]","[1.116, 2.395]",0.574,0.73,0.802,NA
"North Sea","Gadus morhua","1988","1","3",101,106,70,198,"8.4464e-06",54.071,1.335,"[1.287, 1.377]",0.95,"[0.733, 1.965]","[0.711, 1.976]","[0.754, 1.929]","[0.748, 1.935]",0.511,0.676,0.693,NA
"North Sea","Gadus morhua","1988","1","4",101,86,59,198,"1.6042e-05",43.869,1.286,"[1.237, 1.329]",0.95,"[0.676, 1.931]","[0.658, 1.933]","[0.701, 1.885]","[0.695, 1.892]",0.461,0.631,0.686,NA
"North Sea","Gadus morhua","1988","1","5",101,99,73,198,"1.1143e-10",50.5,1.951,"[1.897, 1.998]",0.95,"[1.296, 2.625]","[1.293, 2.638]","[1.34, 2.584]","[1.333, 2.592]",0.575,0.73,0.737,NA
"North Sea","Gadus morhua","1988","2","3",121,106,94,198,"0.0000e+00",64.778,2.917,"[2.837, 2.981]",0.95,"[2.168, 3.713]","[2.135, 3.771]","[2.199, 3.687]","[2.187, 3.702]",0.707,0.828,0.887,NA
"North Sea","Gadus morhua","1988","2","4",121,86,74,198,"1.1790e-10",52.556,2.132,"[2.058, 2.19]",0.95,"[1.389, 2.872]","[1.385, 2.947]","[1.444, 2.87]","[1.433, 2.883]",0.556,0.715,0.86,NA
"North Sea","Gadus morhua","1988","2","5",121,99,79,198,"1.0132e-07",60.5,1.67,"[1.614, 1.717]",0.95,"[1.032, 2.338]","[1.005, 2.366]","[1.053, 2.31]","[1.045, 2.319]",0.56,0.718,0.798,NA
"North Sea","Gadus morhua","1988","3","4",106,86,74,198,"0.0000e+00",46.04,2.718,"[2.641, 2.779]",0.95,"[1.996, 3.483]","[1.953, 3.555]","[2.014, 3.474]","[2.003, 3.488]",0.627,0.771,0.86,NA
"North Sea","Gadus morhua","1988","3","5",106,99,70,198,"2.0682e-06",53,1.433,"[1.385, 1.476]",0.95,"[0.823, 2.081]","[0.804, 2.082]","[0.848, 2.033]","[0.842, 2.04]",0.519,0.683,0.707,NA
"North Sea","Gadus morhua","1988","4","5",86,99,57,198,"9.7690e-05",43,1.18,"[1.133, 1.223]",0.95,"[0.58, 1.805]","[0.558, 1.819]","[0.601, 1.772]","[0.595, 1.779]",0.445,0.616,0.663,NA
"North Sea","Gadus morhua","1989","1","2",103,113,73,198,"5.4047e-05",58.783,1.201,"[1.154, 1.244]",0.95,"[0.599, 1.826]","[0.579, 1.84]","[0.622, 1.793]","[0.616, 1.8]",0.51,0.676,0.709,NA
"North Sea","Gadus morhua","1989","1","3",103,81,66,198,"1.6944e-12",42.136,2.239,"[2.174, 2.293]",0.95,"[1.544, 2.944]","[1.525, 3.005]","[1.579, 2.937]","[1.57, 2.948]",0.559,0.717,0.815,NA
"North Sea","Gadus morhua","1989","1","4",103,126,75,198,"0.0076",65.545,0.833,"[0.786, 0.877]",0.95,"[0.214, 1.461]","[0.204, 1.475]","[0.249, 1.428]","[0.242, 1.435]",0.487,0.655,0.728,NA
"North Sea","Gadus morhua","1989","1","5",103,109,74,198,"9.4705e-07",56.702,1.468,"[1.419, 1.511]",0.95,"[0.853, 2.097]","[0.836, 2.119]","[0.88, 2.07]","[0.874, 2.078]",0.536,0.698,0.718,NA
"North Sea","Gadus morhua","1989","2","3",113,81,65,198,"4.1384e-08",46.227,1.755,"[1.694, 1.806]",0.95,"[1.094, 2.481]","[1.064, 2.491]","[1.115, 2.428]","[1.107, 2.438]",0.504,0.67,0.802,NA
"North Sea","Gadus morhua","1989","2","4",113,126,84,198,"4e-04",71.909,1.081,"[1.033, 1.126]",0.95,"[0.451, 1.724]","[0.445, 1.731]","[0.491, 1.683]","[0.484, 1.69]",0.542,0.703,0.743,NA
